"sample","n_with_driver_gene_coding","driver_coding_snv","n_with_driver_gene_id","driver_gene_id","n_with_driver_gene_snv","driver_genes_snv","total_coding_indels","in_pks_motif_coding","fraction_pksmotif_coding","total_indels_genic","in_pks_motif_genic","fraction_pksmotif_genic","n_AA_genic","n_with_gene_snv","Signature.x","ID18_refit_coding","injection.x","method.x","Signature.y","ID18_refit_genic","injection.y","method.y","Signature.x","SBS88_refit_coding","injection.x","method.x","Signature.y","SBS88_refit_genic","injection.y","method.y","n_AA_coding","n_with_coding_snv"
"PD36813ab10",0,"0",1,"ARID1B",5,"LRP1B;FUS;CDH11",1,0,0,53,7,0.132075471698113,14,376,"ID18",0.922667652394483,"normal","Crypt","ID18",0.50929882043077,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD36813ab4",0,"0",0,"0",3,"CTNNA2;ERBB4;FOXP1",0,0,0,60,1,0.0166666666666667,16,369,"0",0,"0","0","ID18",0.364726255733653,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD36813ab5",0,"0",0,"0",5,"LRP1B;FAT4;CSMD3;FAT3",0,0,0,39,5,0.128205128205128,12,424,"0",0,"0","0","ID18",0.523429540590915,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD36813ac15",0,"0",0,"0",7,"CTNNA2;LRP1B;ACVR1;ERBB4;GNAQ;ERG",1,0,0,56,4,0.0714285714285714,21,495,"ID18",0,"normal","Crypt","ID18",0.757718438020125,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD36813ac18",0,"0",0,"0",4,"CTNNA2;LRP1B;ERBB4",2,0,0,58,6,0.103448275862069,13,504,"ID18",0.00243963044636671,"normal","Crypt","ID18",0.440799425829965,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD36813ac2",2,"APC;BCORL1",1,"CHD2",10,"ALK;LRP1B;CTNNB1;FHIT;CDH11;DCC;BCOR;AR;BCORL1",0,0,0,73,4,0.0547945205479452,18,544,"0",0,"0","0","ID18",0.606190257760689,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",1,31
"PD36813ac4",0,"0",0,"0",3,"FHIT;CSMD3",2,0,0,72,10,0.138888888888889,28,558,"ID18",0,"normal","Crypt","ID18",0.693713756139653,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",2,25
"PD36813ac7",1,"ARID1A",0,"0",3,"ARID1A;FHIT;BMP5",2,0,0,84,17,0.202380952380952,38,539,"ID18",0.988505247141521,"normal","Crypt","ID18",0.601252528615771,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",1,24
"PD36813ad17",0,"0",0,"0",4,"CAMTA1;FAT3;GOLGA5;CREBBP",1,0,0,73,12,0.164383561643836,25,500,"ID18",1,"normal","Crypt","ID18",0.628355007778036,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD36813ad2",0,"0",4,"LRP1B;CSMD3;FAT3;CDKN1B",8,"ALK;LRP1B;CSMD3;GRIN2A;DCC;CLTCL1",5,1,0.2,177,83,0.468926553672316,78,630,"ID18",0.985010244101907,"normal","Crypt","ID18",0.800016096891661,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0.173277739951816,"normal","Crypt",2,20
"PD36813ad8",0,"0",1,"ALK",9,"CTNNA2;LRP1B;ERBB4;CSMD3;FAT3;CDKN1B;FLT3",0,0,0,69,10,0.144927536231884,25,580,"0",0,"0","0","ID18",0.541856559156244,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",1,21
"PD36813ad9",0,"0",3,"LRP1B;ACVR1;CSMD3",8,"DNMT3A;LRP1B;ERBB4;FHIT;BRAF;FAT3;BCORL1",1,0,0,78,11,0.141025641025641,31,517,"ID18",0,"normal","Crypt","ID18",0.682463187260449,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD36813ae",0,"0",0,"0",4,"ALK;LRP1B;CSMD3",1,0,0,58,2,0.0344827586206897,24,410,"ID18",1,"normal","Crypt","ID18",0.516193312501637,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD36813ae3",1,"CNTNAP2",0,"0",3,"FHIT;DCC",1,0,0,68,9,0.132352941176471,11,401,"ID18",0,"normal","Crypt","ID18",0.629892582398459,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD36813ae7",0,"0",0,"0",4,"CTNNA2;EPHA7;BRAF;GNAS",2,0,0,76,8,0.105263157894737,18,537,"ID18",0.587500112822561,"normal","Crypt","ID18",0.610499631753429,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD36813b4",0,"0",4,"LRP1B;ARID1B;CSMD3",4,"LRP1B;ERBB4;EPHA3;CSMD3",1,0,0,51,4,0.0784313725490196,12,357,"ID18",0.948265946879744,"normal","Crypt","ID18",0.753815523655985,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD36813b5",0,"0",1,"ERBB4",6,"LRP1B;FHIT;FBXW7;APC;CSMD3;DCC",1,0,0,53,4,0.0754716981132075,14,416,"ID18",0,"normal","Crypt","ID18",0.818985613667289,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD36813b6",0,"0",1,"FHIT",3,"FOXP1;CTNND1;DCC",1,0,0,37,2,0.0540540540540541,18,450,"ID18",1,"normal","Crypt","ID18",0.845357178445396,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD36813c",0,"0",0,"0",5,"ERBB4;ARID1B;CSMD3",1,0,0,61,6,0.0983606557377049,19,429,"ID18",1,"normal","Crypt","ID18",0.774004682987144,"normal","Crypt","SBS88",0.00399706803809076,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD36813c2",0,"0",0,"0",1,"LRP1B",0,0,0,61,6,0.0983606557377049,16,459,"0",0,"0","0","ID18",0.726681219531529,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",1,24
"PD36813c3",0,"0",0,"0",5,"CTNNA2;LRP1B;FHIT;FAT4;CSMD3",2,0,0,59,3,0.0508474576271186,12,472,"ID18",1,"normal","Crypt","ID18",0.571044340931882,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD36813d3",0,"0",2,"FOXP1;FAT4",7,"ALK;CTNNA2;ERBB4;CSMD3;ERBB3;DCC",0,0,0,60,6,0.1,26,546,"0",0,"0","0","ID18",0.504042171615608,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",1,20
"PD36813d5",0,"0",0,"0",4,"CTNNA2;FAT3;DCC;ERG",1,0,0,54,3,0.0555555555555556,21,434,"ID18",0,"normal","Crypt","ID18",0.518214694433001,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD36813e",1,"COL2A1",0,"0",6,"CASP9;ERBB4;EPHA3;ARID1B;CSMD3;COL2A1",1,1,1,57,6,0.105263157894737,18,469,"ID18",1,"normal","Crypt","ID18",0.456982962154432,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD36813e5",0,"0",0,"0",6,"LRP1B;ERBB4;FAT4;CDH11;DCC",1,0,0,50,1,0.02,20,605,"ID18",0,"normal","Crypt","ID18",0.710081142912581,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD36813e6",1,"ATM",1,"ERBB4",9,"LRP1B;ERBB4;EPHA7;CSMD3;ATM;DCC;AR",0,0,0,57,3,0.0526315789473684,14,609,"0",0,"0","0","ID18",0.462882515389249,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD36813g2",1,"APC",1,"BIRC6",6,"LRP1B;ERBB4;ETV1;CSMD3;FAT3",1,0,0,70,7,0.1,23,553,"ID18",0,"normal","Crypt","ID18",0.593653699520276,"normal","Crypt","SBS88",0.0290313620243926,"normal","Crypt","SBS88",0,"normal","Crypt",1,21
"PD36813g4",0,"0",0,"0",8,"CAMTA1;CTNNA2;LRP1B;EPHA3;EPHA7;ANK1;CSMD3",4,0,0,67,4,0.0597014925373134,17,698,"ID18",0.9983730518444,"normal","Crypt","ID18",0.714505824793257,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD36813h",0,"0",0,"0",6,"FHIT;ANK1;CSMD3;FAM135B;ARID2;DCC",0,0,0,53,3,0.0566037735849057,19,438,"0",0,"0","0","ID18",0.369115968088958,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD36813h3",1,"LRP1B",1,"DDX6",4,"LRP1B;ERBB4;FHIT;DCC",1,0,0,41,3,0.0731707317073171,17,419,"ID18",0.841281967625813,"normal","Crypt","ID18",0.637441348009346,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD36813h5",1,"FAT4",1,"CDK12",4,"FAT4;CSMD3;FAT3;DCC",0,0,0,55,5,0.0909090909090909,11,387,"0",0,"0","0","ID18",0.525032515267388,"normal","Crypt","SBS88",0.0156883743110455,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD36813i",0,"0",1,"FLT3",6,"CTNNA2;LRP1B;FOXP1;EPHA3",0,0,0,57,1,0.0175438596491228,16,521,"0",0,"0","0","ID18",0.678658804668311,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD36813i4",0,"0",1,"GOLGA5",7,"ALK;CTNNA2;LRP1B;ERBB4;KMT2C;CSMD3;GRIN2A",1,0,0,35,5,0.142857142857143,9,394,"ID18",0,"normal","Crypt","ID18",0.67034637371603,"normal","Crypt","SBS88",0.124382651020021,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD36813i6",0,"0",1,"LRP1B",3,"ERBB4;FAM135B",0,0,0,44,1,0.0227272727272727,11,420,"0",0,"0","0","ID18",0.532376864782667,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",1,15
"PD36813j",1,"LRP1B",0,"0",7,"LRP1B;ERBB4;FHIT;EPHA3;ANK1;CREBBP",2,0,0,50,13,0.26,17,374,"ID18",1,"normal","Crypt","ID18",0.676522405885297,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD36813j3",1,"CHD4",1,"ARID2",6,"CTNNA2;FHIT;GNAQ;CHD4;GRIN2A",1,0,0,51,5,0.0980392156862745,27,343,"ID18",0.902933165218469,"normal","Crypt","ID18",0.579107562298915,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0.032094193618871,"normal","Crypt",0,0
"PD36813j6",0,"0",0,"0",3,"ALK;LRP1B;EGFR",0,0,0,48,11,0.229166666666667,16,362,"0",0,"0","0","ID18",0.671008810571145,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD36813k",0,"0",1,"AR",9,"LRP1B;ERBB4;FHIT;FAT4;BCL9L;DCC;BCORL1",0,0,0,50,3,0.06,9,463,"0",0,"0","0","ID18",0.738550158785739,"normal","Crypt","SBS88",0.0790159191655931,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD36813k3",0,"0",1,"BRAF",12,"ALK;LRP1B;ERBB4;FHIT;EPHA3;BMP5;BRAF;GNAQ;FAT3",1,0,0,71,4,0.0563380281690141,18,737,"ID18",1,"normal","Crypt","ID18",0.389640488358294,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD36813k5",1,"FAT3",1,"DCC",8,"BIRC6;CTNNA2;LRP1B;ERBB4;FHIT;EPHA7;CSMD3;FLNA",2,0,0,68,2,0.0294117647058824,22,494,"ID18",0,"normal","Crypt","ID18",0.582363692726767,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD36813l",0,"0",2,"LRP1B;ARID2",7,"CAMTA1;ALK;LRP1B;ERG",2,0,0,45,6,0.133333333333333,25,469,"ID18",0.731830263097073,"normal","Crypt","ID18",0.902813684430805,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD36813l7",1,"FAM135B",0,"0",4,"ALK;CSMD3;FAM135B",0,0,0,50,4,0.08,14,430,"0",0,"0","0","ID18",0.470489600123607,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",1,20
"PD36813l8",0,"0",1,"LRP1B",4,"LEF1;FAT4;FKBP9;FAT3",0,0,0,53,1,0.0188679245283019,11,369,"0",0,"0","0","ID18",0.735216459866478,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD36813m3",0,"0",1,"CTNNA2",4,"LRP1B;ERBB4;EPHA3;CCND3",0,0,0,38,2,0.0526315789473684,12,448,"0",0,"0","0","ID18",0.655688691307053,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD36813m5",0,"0",0,"0",4,"ERBB4;FHIT;DCC;ASXL1",1,0,0,45,4,0.0888888888888889,18,435,"ID18",0,"normal","Crypt","ID18",0.479716006592513,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD36813m8",1,"CREBBP",0,"0",4,"LRP1B;CSMD3;BCL9L",2,0,0,54,7,0.12962962962963,17,411,"ID18",1,"normal","Crypt","ID18",0.476587536474712,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD36813n",0,"0",1,"CSMD3",4,"CAMTA1;ALK;CTNNA2;ERG",1,0,0,67,18,0.26865671641791,24,523,"ID18",1,"normal","Crypt","ID18",0.708490711732191,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD36813o2",1,"CHD2",1,"FOXO3",4,"CTNNA2;CHD2;CLTCL1;AR",0,0,0,51,16,0.313725490196078,19,374,"0",0,"0","0","ID18",0.686371522448072,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0.0635002305123675,"normal","Crypt",1,12
"PD36813o9",1,"ASXL2",2,"FAM135B;FGFR2",9,"CASP9;BIRC6;CTNNA2;LRP1B;GRIN2A;DCC",0,0,0,85,35,0.411764705882353,44,423,"0",0,"0","0","ID18",0.890156618455965,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0.0872000736197805,"normal","Crypt",0,0
"PD36813p",1,"FAT4",3,"CAMTA1;LRP1B;ERBB4",2,"ANK1;KDM6A",0,0,0,97,45,0.463917525773196,60,418,"0",0,"0","0","ID18",0.902445083992048,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0.174576117761491,"normal","Crypt",1,16
"PD36813q11",0,"0",0,"0",2,"FHIT;CSMD3",2,0,0,45,4,0.0888888888888889,11,350,"ID18",0.976488555716423,"normal","Crypt","ID18",0.567223302617835,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD36813q14",0,"0",2,"DDR2;ERG",5,"ALK;LRP1B;FHIT;FAT3;DCC",0,0,0,55,6,0.109090909090909,12,395,"0",0,"0","0","ID18",0.622290663111175,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD36813r12",0,"0",2,"ERBB4;ARID2",10,"CAMTA1;ARID1A;LRP1B;ERBB4;FIP1L1;ARID1B;ERG;AR;BCORL1",2,0,0,92,41,0.445652173913043,69,478,"ID18",0.939868496509169,"normal","Crypt","ID18",0.876897871177502,"normal","Crypt","SBS88",0.198450605634573,"normal","Crypt","SBS88",0.246960818190179,"normal","Crypt",2,17
"PD36813r14",0,"0",1,"ATM",8,"CAMTA1;CTNNA2;LRP1B;ERBB4;FHIT;FOXP1;FAT3",1,0,0,134,91,0.67910447761194,115,525,"ID18",1,"normal","Crypt","ID18",0.970718553185784,"normal","Crypt","SBS88",0.124540959226237,"normal","Crypt","SBS88",0.318700340251532,"normal","Crypt",0,0
"PD36813s12",0,"0",2,"CTNNA2",8,"ALK;CTNNA2;ERBB4;BRAF;CSMD3;FAT3",1,0,0,79,14,0.177215189873418,45,645,"ID18",0,"normal","Crypt","ID18",0.53743794895361,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",1,26
"PD36813t20",1,"CSMD3",1,"FHIT",6,"ALK;CTNNA2;LRP1B;EPHA7;CDK12;DCC",3,0,0,49,8,0.163265306122449,14,463,"ID18",1,"normal","Crypt","ID18",0.313189258631825,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",1,17
"PD36813u2",1,"KMT2C",2,"ASXL2;FAT4",9,"CTNNA2;LRP1B;CSMD3;CDH11",3,0,0,92,13,0.141304347826087,36,745,"ID18",0.867036792033466,"normal","Crypt","ID18",0.46675100948441,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD36813v4",0,"0",0,"0",6,"CAMTA1;LRP1B;ERBB4;CDH11;ERG",2,0,0,80,3,0.0375,21,627,"ID18",0.939868496509169,"normal","Crypt","ID18",0.478576993582614,"normal","Crypt","SBS88",0.0368442360469293,"normal","Crypt","SBS88",0,"normal","Crypt",1,22
"PD36813x15",0,"0",0,"0",4,"LRP1B;EPHA7;CSMD3;GRIN2A",0,0,0,56,4,0.0714285714285714,12,380,"0",0,"0","0","ID18",0.430657968127093,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD36813x16",0,"0",2,"LRP1B;ERBB4",6,"LRP1B;ERBB4;CCND3;FOXO3;CSMD3",2,0,0,35,5,0.142857142857143,13,396,"ID18",1,"normal","Crypt","ID18",0.490561336456543,"normal","Crypt","SBS88",0.0104390603471852,"normal","Crypt","SBS88",0,"normal","Crypt",1,11
"PD36813y13",0,"0",0,"0",7,"DDR2;ALK;ERBB4;CSMD3;COL1A1;DCC",3,0,0,77,13,0.168831168831169,29,524,"ID18",1,"normal","Crypt","ID18",0.534029311315818,"normal","Crypt","SBS88",0.0410423243507834,"normal","Crypt","SBS88",0.0316387689765287,"normal","Crypt",0,0
"PD36813y15",0,"0",1,"LRP1B",4,"BIRC6;LRP1B;CSMD3;GRIN2A",1,0,0,80,12,0.15,32,527,"ID18",1,"normal","Crypt","ID18",0.626790644389162,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD36813y6",0,"0",1,"ALK",2,"ACVR1;EPHA3",2,0,0,50,9,0.18,20,428,"ID18",0.595410827155448,"normal","Crypt","ID18",0.954355720884665,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",1,15
"PD36813y7",2,"CCND3;KMT2C",1,"CDH11",6,"LRP1B;ERBB4;KMT2C;FAM135B;KRAS;DCC",3,0,0,57,15,0.263157894736842,23,400,"ID18",1,"normal","Crypt","ID18",0.814865215095078,"normal","Crypt","SBS88",0.0142469776601781,"normal","Crypt","SBS88",0.0185221969159697,"normal","Crypt",0,0
"PD36813z15",1,"LRP1B",0,"0",1,"CSMD3",1,0,0,50,5,0.1,11,421,"ID18",0.998838284693649,"normal","Crypt","ID18",0.509595084252773,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD36813z4",0,"0",0,"0",7,"LRP1B;LEF1;FAT4;ARID1B;CSMD3;CDH11;DCC",0,0,0,57,4,0.0701754385964912,14,457,"0",0,"0","0","ID18",0.851789765611618,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD36813z5",0,"0",0,"0",5,"LRP1B;ANK1;FAT3",3,0,0,55,11,0.2,19,499,"ID18",1,"normal","Crypt","ID18",0.522288473171893,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD36813z6",0,"0",0,"0",6,"ALK;CTNNA2;EPHA7;DCC",0,0,0,38,6,0.157894736842105,18,452,"0",0,"0","0","ID18",0.586426958037043,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD36813z7",1,"LRP1B",0,"0",5,"LRP1B;EPHA3;BRAF;CSMD3;BCL9L",0,0,0,43,1,0.0232558139534884,13,404,"0",0,"0","0","ID18",0.54716906278511,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD36813z8",0,"0",0,"0",3,"DCC;AR",1,0,0,39,3,0.0769230769230769,12,420,"ID18",1,"normal","Crypt","ID18",0.767117926123032,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",1,12
"PD36814b2",1,"LRP1B",1,"ASXL1",4,"CTNNA2;LRP1B;ERG",1,0,0,45,9,0.2,25,424,"ID18",0,"carcinoma","Crypt","ID18",0.767405246863012,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0.00240991167508891,"carcinoma","Crypt",0,0
"PD36814b7",0,"0",0,"0",4,"ALK;CTNNA2;ERBB4",1,0,0,77,10,0.12987012987013,55,624,"ID18",0.948265946879744,"carcinoma","Crypt","ID18",0.685660300759606,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0.0320668279276337,"carcinoma","Crypt",0,0
"PD36814c2",1,"BCOR",0,"0",7,"ERBB4;KMT2C;CSMD3;FAT3;ATM;DCC;KDM6A",0,0,0,48,5,0.104166666666667,14,363,"0",0,"0","0","ID18",0.581571821020209,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt",0,0
"PD36814c3",1,"ATM",2,"FOXO3;DCC",6,"CAMTA1;FHIT;CSMD3",1,0,0,53,11,0.207547169811321,23,463,"ID18",1,"carcinoma","Crypt","ID18",0.657883152270276,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt",1,23
"PD36814c4",0,"0",0,"0",6,"ALK;LRP1B;CASP8;FHIT;CSMD3;DCC",0,0,0,29,7,0.241379310344828,19,357,"0",0,"0","0","ID18",0.91472432769491,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt",0,0
"PD36814d5",0,"0",1,"CLTCL1",8,"CAMTA1;ERBB4;FHIT;LEF1;KMT2C;CSMD3;GNAQ;AR",1,0,0,36,4,0.111111111111111,9,350,"ID18",1,"carcinoma","Crypt","ID18",0.639891588013985,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt",0,0
"PD36814d6",0,"0",0,"0",4,"CTNNA2;LRP1B;FHIT;FAT3",1,0,0,25,1,0.04,5,332,"ID18",0,"carcinoma","Crypt","ID18",0.65932674736392,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt",0,0
"PD36814d7",0,"0",0,"0",7,"ALK;CTNNA2;ERBB4;FAT3;CHD2;ASXL1",0,0,0,37,5,0.135135135135135,9,326,"0",0,"0","0","ID18",0.676261939908763,"carcinoma","Crypt","SBS88",0.0305100927382062,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt",1,14
"PD36814d8",0,"0",0,"0",5,"CTNNA2;LRP1B;FHIT;CSMD3",2,0,0,43,1,0.0232558139534884,15,325,"ID18",1,"carcinoma","Crypt","ID18",0.701679663868746,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt",0,0
"PD36814e5",0,"0",0,"0",2,"ALK;CDK12",0,0,0,33,2,0.0606060606060606,22,434,"0",0,"0","0","ID18",0.679196077617594,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt",2,18
"PD36814e6",0,"0",2,"LRP1B;DCC",4,"ALK;FAT3;GRIN2A;KDM6A",3,0,0,121,4,0.0330578512396694,31,816,"ID18",1,"carcinoma","Crypt","ID18",0.919330256173114,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt",1,46
"PD36814e7",0,"0",0,"0",11,"CAMTA1;DDR2;LRP1B;ACVR1;FHIT;FOXP1;GRIN2A;AXIN2;DCC;ERG",1,0,0,41,3,0.0731707317073171,9,473,"ID18",0,"carcinoma","Crypt","ID18",0.621782904339872,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt",0,0
"PD36814e8",1,"FAT3",0,"0",8,"CTNNA2;LRP1B;ERBB4;FHIT;CSMD3;FAT3",2,0,0,107,3,0.0280373831775701,29,798,"ID18",1,"carcinoma","Crypt","ID18",0.892078617239146,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt",0,0
"PD36814f4",1,"GRIN2A",1,"ACVR1",7,"LRP1B;ERBB4;FOXP1;CSMD3;GRIN2A",0,0,0,37,4,0.108108108108108,20,444,"0",0,"0","0","ID18",0.679733721001494,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt",0,0
"PD36814f8",0,"0",1,"FAT4",4,"DNMT3A;CTNNA2;FKBP9;FAT3",0,0,0,51,4,0.0784313725490196,14,526,"0",0,"0","0","ID18",0.630594600022623,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt",0,0
"PD36814g4",0,"0",1,"CTNNA2",10,"CTNNA2;LRP1B;FHIT;EPHA7;ARID1B;CSMD3;FAT3;GRIN2A;AXIN2",1,0,0,48,3,0.0625,15,440,"ID18",1,"carcinoma","Crypt","ID18",0.758758415769069,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt",2,24
"PD36814g7",1,"DNMT3A",2,"CSMD3",10,"DNMT3A;ALK;LRP1B;ERBB4;FHIT;CSMD3;GNAQ;DCC",2,0,0,64,4,0.0625,24,608,"ID18",0.939868496509169,"carcinoma","Crypt","ID18",0.59900621464494,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt",0,0
"PD36814g8",0,"0",1,"KDM6A",10,"BCL9;CTNNA2;LRP1B;BRAF;CSMD3;COL2A1",1,0,0,52,1,0.0192307692307692,24,627,"ID18",0.949858005432401,"carcinoma","Crypt","ID18",0.667692731963965,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt",0,0
"PD36814h2",1,"COL3A1",0,"0",2,"ALK;EPHA7",0,0,0,25,5,0.2,7,393,"0",0,"0","0","ID18",0.50776468347375,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt",0,0
"PD36814h4",0,"0",0,"0",10,"DNMT3A;BIRC6;LRP1B;ERBB4;EPHA3;BRAF;BCL9L;GRIN2A;AXIN2",0,0,0,30,4,0.133333333333333,13,385,"0",0,"0","0","ID18",0.648895040483292,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt",0,0
"PD36814i",0,"0",0,"0",6,"BIRC6;LRP1B;CSMD3;GRIN2A;CDH11",0,0,0,45,2,0.0444444444444444,17,378,"0",0,"0","0","ID18",0.447673784904632,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt",0,0
